site;date;observer;dive;replicate;species;sex;maturity;size_type;abundance;size_observed
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Gorgoniidae spp;;;abundance;8;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Toxopneustes roseus;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Pinctada mazatlanica;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Pentaceraster cumingi;;;abundance;9;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Gorgoniidae spp;;;abundance;3;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Toxopneustes roseus;;;abundance;2;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Hexaplex nigritus;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Pinctada mazatlanica;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Spondylus calcifer;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;1;Hyotissa hyotis;;;abundance;5;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Pentaceraster cumingi;;;abundance;7;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Gorgoniidae spp;;;abundance;6;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Toxopneustes roseus;;;abundance;2;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Hexaplex nigritus;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Strombus galeatus;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Pinctada mazatlanica;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Hyotissa hyotis;;;abundance;2;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Pentaceraster cumingi;;;abundance;13;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Gorgoniidae spp;;;abundance;4;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Toxopneustes roseus;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Hexaplex nigritus;;;abundance;2;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Pinctada mazatlanica;;;abundance;2;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Pentaceraster cumingi;;;abundance;11;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Gorgoniidae spp;;;abundance;9;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Toxopneustes roseus;;;abundance;3;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Hexaplex nigritus;;;abundance;1;
Tres Rayas;29/09/2011;Encinas, Leopoldo;2;2;Pinctada mazatlanica;;;abundance;2;
El Resumidero;29/09/2011;Torres, Daniel;1;1;Chromis atrilobata;;;size;30;5
El Resumidero;29/09/2011;Torres, Daniel;1;1;Caranx caballus;;;size;1;25
El Resumidero;29/09/2011;Torres, Daniel;1;1;Paranthias colonus;;;size;5;25
El Resumidero;29/09/2011;Torres, Daniel;1;2;Caranx caballus;;;size;2;25
El Resumidero;29/09/2011;Torres, Daniel;1;2;Paranthias colonus;;;size;20;25
El Resumidero;29/09/2011;Torres, Daniel;1;3;Holacanthus passer;;;size;14;20
El Resumidero;29/09/2011;Torres, Daniel;1;3;Chromis atrilobata;;;size;20;5
El Resumidero;29/09/2011;Torres, Daniel;1;3;Caranx caballus;;;size;10;25
El Resumidero;29/09/2011;Torres, Daniel;1;3;Paranthias colonus;;;size;10;25
El Resumidero;29/09/2011;Torres, Daniel;2;2;Holacanthus passer;;;size;3;25
El Resumidero;29/09/2011;Torres, Daniel;2;2;Abudefduf troscheli;;;size;3;25
El Resumidero;29/09/2011;Torres, Daniel;2;2;Balistes polylepis;;;size;2;30
El Resumidero;29/09/2011;Torres, Daniel;2;3;Paranthias colonus;;;size;6;25
El Resumidero;29/09/2011;Torres, Daniel;2;3;Holacanthus passer;;;size;4;25
El Resumidero;29/09/2011;Torres, Daniel;2;3;Bodianus diplotaenia;;;size;5;5
El Resumidero;29/09/2011;Torres, Daniel;2;3;Bodianus diplotaenia;;;size;3;15
El Resumidero;29/09/2011;Torres, Daniel;2;3;Thalassoma lucasanum;;;size;6;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Holacanthus passer;;;size;3;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Bodianus diplotaenia;;;size;4;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Bodianus diplotaenia;;;size;1;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Haemulon sexfasciatum;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Halichoeres dispilus;;;size;3;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Halichoeres dispilus;;;size;1;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Chromis limbaughi;;;size;3;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Cephalopholis panamensis;;;size;2;25
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Serranus psittacinus;;;size;3;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Serranus psittacinus;;;size;2;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Paranthias colonus;;;size;8;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Paranthias colonus;;;size;4;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Halichoeres notospilus;;;size;1;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;1;Halichoeres chierchiae;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Stegastes rectifraenum;;;size;4;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Stegastes rectifraenum;;;size;4;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Holacanthus passer;;;size;1;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Holacanthus passer;;;size;2;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Bodianus diplotaenia;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Bodianus diplotaenia;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Halichoeres chierchiae;;;size;1;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Halichoeres chierchiae;;;size;1;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Serranus psittacinus;;;size;3;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Paranthias colonus;;;size;8;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Halichoeres dispilus;;;size;5;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;2;Diodon holocanthus;;;size;1;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Stegastes rectifraenum;;;size;3;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Holacanthus passer;;;size;3;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Bodianus diplotaenia;;;size;1;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Halichoeres dispilus;;;size;3;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Chromis limbaughi;;;size;3;5
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Cephalopholis panamensis;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Cephalopholis panamensis;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Johnrandalia nigrirostris;;;size;4;15
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Paranthias colonus;;;size;10;10
El Resumidero;29/09/2011;Torres, Jose Cruz;1;3;Chaetodon humeralis;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Stegastes rectifraenum;;;size;5;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Holacanthus passer;;;size;4;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Bodianus diplotaenia;;;size;4;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Bodianus diplotaenia;;;size;2;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Chromis atrilobata;;;size;80;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Mycteroperca rosacea;;;size;1;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Mycteroperca rosacea;;;size;1;25
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Johnrandalia nigrirostris;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Lutjanus argentiventris;;;size;3;25
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Paranthias colonus;;;size;5;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;1;Chaetodon humeralis;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Holacanthus passer;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Holacanthus passer;;;size;4;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Bodianus diplotaenia;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Bodianus diplotaenia;;;size;1;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Haemulon sexfasciatum;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Thalassoma lucasanum;;;size;10;5
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Abudefduf troscheli;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Lutjanus argentiventris;;;size;2;25
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Paranthias colonus;;;size;5;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Paranthias colonus;;;size;4;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Cephalopholis panamensis;;;size;1;25
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Cephalopholis panamensis;;;size;1;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;2;Chaetodon humeralis;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Stegastes rectifraenum;;;size;2;5
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Stegastes rectifraenum;;;size;3;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Holacanthus passer;;;size;2;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Holacanthus passer;;;size;2;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Bodianus diplotaenia;;;size;3;5
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Bodianus diplotaenia;;;size;3;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Bodianus diplotaenia;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Chromis atrilobata;;;size;10;5
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Chromis atrilobata;;;size;60;10
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Haemulon maculicauda;;;size;21;20
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Johnrandalia nigrirostris;;;size;2;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Paranthias colonus;;;size;85;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Cephalopholis panamensis;;;size;1;15
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Chromis limbaughi;;;size;10;5
El Resumidero;29/09/2011;Torres, Jose Cruz;2;3;Thalassoma lucasanum;;;size;3;5
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Stegastes rectifraenum;;;size;15;5
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Holacanthus passer;;;size;4;20
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Bodianus diplotaenia;;;size;6;20
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Chromis atrilobata;;;size;10;5
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Haemulon sexfasciatum;;;size;2;25
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Halichoeres dispilus;;;size;5;8
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Thalassoma lucasanum;;;size;15;10
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Abudefduf troscheli;;;size;2;15
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Balistes polylepis;;;size;3;25
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Alphestes immaculatus;;;size;1;15
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Epinephelus labriformis;;;size;1;25
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Lutjanus argentiventris;;;size;1;30
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Johnrandalia nigrirostris;;;size;3;15
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Pomacanthus zonipectus;;;size;2;30
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Cirrhitus rivulatus;;;size;1;30
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Paranthias colonus;;;size;1;25
El Resumidero;29/09/2011;Delgado, Samuel;1;1;Cephalopholis panamensis;;;size;1;20
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Stegastes rectifraenum;;;size;21;5
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Holacanthus passer;;;size;3;20
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Bodianus diplotaenia;;;size;2;20
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Chromis atrilobata;;;size;15;5
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Haemulon sexfasciatum;;;size;2;20
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Halichoeres dispilus;;;size;5;8
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Thalassoma lucasanum;;;size;5;8
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Abudefduf troscheli;;;size;1;15
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Paranthias colonus;;;size;30;15
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Lutjanus argentiventris;;;size;2;20
El Resumidero;29/09/2011;Delgado, Samuel;1;2;Balistes polylepis;;;size;3;25
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Stegastes rectifraenum;;;size;9;5
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Holacanthus passer;;;size;23;25
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Bodianus diplotaenia;;;size;5;20
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Chromis atrilobata;;;size;155;5
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Haemulon maculicauda;;;size;1;25
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Cephalopholis panamensis;;;size;3;20
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Balistes polylepis;;;size;3;25
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Alphestes immaculatus;;;size;1;15
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Johnrandalia nigrirostris;;;size;2;15
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Paranthias colonus;;;size;35;20
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Lutjanus argentiventris;;;size;3;25
El Resumidero;29/09/2011;Delgado, Samuel;1;3;Epinephelus labriformis;;;size;1;25
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Stegastes rectifraenum;;;size;20;5
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Holacanthus passer;;;size;10;20
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Bodianus diplotaenia;;;size;7;20
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Chromis atrilobata;;;size;70;5
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Haemulon sexfasciatum;;;size;2;25
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Halichoeres nicholsi;;;size;1;30
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Thalassoma lucasanum;;;size;11;8
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Abudefduf troscheli;;;size;9;15
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Paranthias colonus;;;size;36;20
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Johnrandalia nigrirostris;;;size;1;15
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Lutjanus argentiventris;;;size;3;30
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Cephalopholis panamensis;;;size;3;25
El Resumidero;29/09/2011;Delgado, Samuel;2;1;Epinephelus labriformis;;;size;2;30
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Stegastes rectifraenum;;;size;17;5
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Holacanthus passer;;;size;5;20
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Bodianus diplotaenia;;;size;9;20
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Chromis atrilobata;;;size;40;5
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Haemulon sexfasciatum;;;size;1;25
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Abudefduf troscheli;;;size;1;15
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Paranthias colonus;;;size;22;20
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Cephalopholis panamensis;;;size;4;20
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Haemulon maculicauda;;;size;6;20
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Balistes polylepis;;;size;1;25
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Lutjanus argentiventris;;;size;3;25
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Johnrandalia nigrirostris;;;size;3;15
El Resumidero;29/09/2011;Delgado, Samuel;2;2;Pareques fuscovittatus;;;size;5;15
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Stegastes rectifraenum;;;size;6;5
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Holacanthus passer;;;size;8;25
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Bodianus diplotaenia;;;size;5;20
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Chromis atrilobata;;;size;55;5
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Haemulon maculicauda;;;size;25;20
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Halichoeres nicholsi;female;;size;1;20
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Thalassoma lucasanum;female;;size;5;8
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Lutjanus argentiventris;;;size;4;30
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Cephalopholis panamensis;;;size;10;20
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Johnrandalia nigrirostris;;;size;2;15
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Paranthias colonus;;;size;28;20
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Pareques fuscovittatus;;;size;2;15
El Resumidero;29/09/2011;Delgado, Samuel;2;3;Alphestes immaculatus;;;size;1;15
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Paranthias colonus;;;size;45;15
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Stegastes rectifraenum;;;size;9;5
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Holacanthus passer;;;size;4;15
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Holacanthus passer;;;size;1;20
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Bodianus diplotaenia;;;size;2;10
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Bodianus diplotaenia;;;size;4;15
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Thalassoma lucasanum;;;size;45;5
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Abudefduf troscheli;;;size;4;15
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Alphestes immaculatus;;;size;1;15
El Resumidero;29/09/2011;Becerra, Ulises;1;1;Epinephelus labriformis;;;size;1;15
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Paranthias colonus;;;size;19;10
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Paranthias colonus;;;size;2;15
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Paranthias colonus;;;size;7;20
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Paranthias colonus;;;size;3;25
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Stegastes rectifraenum;;;size;6;5
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Stegastes rectifraenum;;;size;5;10
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Holacanthus passer;;;size;3;25
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Holacanthus passer;;;size;5;30
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Bodianus diplotaenia;;;size;4;10
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Bodianus diplotaenia;;;size;5;5
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Bodianus diplotaenia;;;size;2;20
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Chromis atrilobata;;;size;100;5
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Haemulon sexfasciatum;;;size;2;35
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Thalassoma lucasanum;;;size;10;5
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Cephalopholis panamensis;;;size;1;35
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Cephalopholis panamensis;;;size;2;20
El Resumidero;29/09/2011;Becerra, Ulises;1;2;Johnrandalia nigrirostris;;;size;2;15
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Paranthias colonus;;;size;9;25
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Paranthias colonus;;;size;5;20
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Paranthias colonus;;;size;4;5
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Holacanthus passer;;;size;3;15
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Holacanthus passer;;;size;6;20
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Bodianus diplotaenia;;;size;4;20
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Bodianus diplotaenia;;;size;5;15
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Bodianus diplotaenia;;;size;4;30
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Chromis atrilobata;;;size;70;5
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Haemulon sexfasciatum;;;size;6;30
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Thalassoma lucasanum;;;size;22;5
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Mycteroperca rosacea;;;size;2;30
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Gymnothorax castaneus;;;size;1;105
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Cephalopholis panamensis;;;size;2;25
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Cephalopholis panamensis;;;size;2;30
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Haemulon maculicauda;;;size;35;25
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Johnrandalia nigrirostris;;;size;6;20
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Alphestes immaculatus;;;size;1;25
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Pareques fuscovittatus;;;size;3;10
El Resumidero;29/09/2011;Becerra, Ulises;1;3;Microspathodon dorsalis;;;size;2;20
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Paranthias colonus;;;size;5;30
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Paranthias colonus;;;size;3;20
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Paranthias colonus;;;size;2;15
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Stegastes rectifraenum;;;size;16;5
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Stegastes rectifraenum;;;size;1;10
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Holacanthus passer;;;size;1;30
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Holacanthus passer;;;size;2;5
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Holacanthus passer;;;size;1;10
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Bodianus diplotaenia;;;size;4;10
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Chromis atrilobata;;;size;40;5
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Abudefduf troscheli;;;size;1;20
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Lutjanus argentiventris;;;size;3;15
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Cephalopholis panamensis;;;size;4;30
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Cephalopholis panamensis;;;size;5;10
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Johnrandalia nigrirostris;;;size;2;20
El Resumidero;29/09/2011;Becerra, Ulises;2;1;Cirrhitichthys oxycephalus;;;size;1;5
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Paranthias colonus;;;size;6;30
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Holacanthus passer;;;size;5;30
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;4;5
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;2;10
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Bodianus diplotaenia;;;size;2;15
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Haemulon sexfasciatum;;;size;4;35
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Thalassoma lucasanum;;;size;21;5
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Epinephelus labriformis;;;size;3;20
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Johnrandalia nigrirostris;;;size;2;25
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Cirrhitichthys oxycephalus;;;size;3;3
El Resumidero;29/09/2011;Becerra, Ulises;2;2;Balistes polylepis;;;size;2;20
El Resumidero;29/09/2011;Becerra, Ulises;2;3;Paranthias colonus;;;size;6;30
El Resumidero;29/09/2011;Becerra, Ulises;2;3;Stegastes rectifraenum;;;size;8;5
El Resumidero;29/09/2011;Becerra, Ulises;2;3;Holacanthus passer;;;size;3;15
El Resumidero;29/09/2011;Becerra, Ulises;2;3;Bodianus diplotaenia;;;size;2;20
El Resumidero;29/09/2011;Becerra, Ulises;2;3;Bodianus diplotaenia;;;size;1;15
El Resumidero;29/09/2011;Becerra, Ulises;2;3;Thalassoma lucasanum;;;size;14;5
El Resumidero;29/09/2011;Garcia, Juan Gabriel;1;2;Holacanthus passer;;;size;2;29
El Resumidero;29/09/2011;Garcia, Juan Gabriel;2;1;Caranx caballus;;;size;11;15
El Resumidero;29/09/2011;Garcia, Juan Gabriel;2;1;Abudefduf troscheli;;;size;2;10
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;1;2;Diodon hystrix;;;size;1;20
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;1;3;Paranthias colonus;;;size;1;15
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;1;Holacanthus passer;;;size;2;20
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;1;Chromis atrilobata;;;size;20;5
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;1;Paranthias colonus;;;size;6;10
El Resumidero;29/09/2011;Pelayo Camacho, Flaviano;2;2;Holacanthus passer;;;size;2;20
El Resumidero;29/09/2011;Encinas, Leopoldo;1;1;Lutjanus argentiventris;;;size;2;30
El Resumidero;29/09/2011;Encinas, Leopoldo;1;1;Stegastes rectifraenum;;;size;8;8
El Resumidero;29/09/2011;Encinas, Leopoldo;1;1;Stegastes rectifraenum;;;size;12;5
